address,balance_string,balance_wei
0x4b24Dd66a9e43076121cc5a5A80d825a16390186,744.461764690000001024,744461764690000001024
0x873103BB48D74d02b34DC0D3Bbf8eb83525e78b3,321.793351809999991808,321793351809999991808
0xD5087c763B42a87CB1e00F00df86B4568590456A,911.917368559999934464,911917368559999934464
0xE0e38e67a29C91cAe5C301697170e3486f5213B3,415.652444889999994880,415652444889999994880
0xF74B5EA44193A05d8741500c0c1214A402504445,106.411606650000003072,106411606650000003072
0x4ad7134C958EFAdEAe781E5b2271e8a80B6D15Ea,127.303726300000002048,127303726300000002048
0x775041376B280BeD89A6b3c4852DA28E82c48824,3535.271492000000043008,3535271492000000043008
0x9Dcdf17c4574ab67EFBfE11B6d505fa02700FDcD,258.716285630000003072,258716285630000003072
0x5aEe5F68DA44A4D7FB865f739Df670D5fE265Bc7,198.148628239999997952,198148628239999997952
0xF73b727199a900Bc8614760529e0c2801f172363,10436.586194509999013888,10436586194509999013888
0xD92f70B5Be995071b16DA54DFE4ce9B7e2874EDb,1241.479835160000001024,1241479835160000001024
0x677586d33F76ed4C0b42FA3FCf61296715B8666B,164.659413519999991808,164659413519999991808
0x80454e592D6A0C8056120F97a9211376C155f679,646.223704440000004096,646223704440000004096
0xDD55757210F55a6eBC4f475D564a65D77B430932,309.087331769999998976,309087331769999998976
0xB6Cdd2c3C876EC2eD32040f80b6071483Ad7170a,5531.983693130000074752,5531983693130000074752
0x010DA2B65918Bc5A259b72DBac9AdD873952289C,80.611520870000001024,80611520870000001024
0x4DB50C122F3b44decCa828dB9BA4dF86Ab156a49,98.295010450000001024,98295010450000001024
0x376CAef499294619Bd4FD979Aee7cDC11E2FcEe2,313.236778779999998976,313236778779999998976
0xEF2eCf3b31b50605c02046FBFe25e111dF78b8E1,47.624508290000001024,47624508290000001024
0xf2437E83aeAa7Ce6AF2801a5a104fb23eA4cdB12,94.880531620000001024,94880531620000001024
0x3b754DF99ca16C4D176A4b1C21FD5069daa740Ec,97.501889330000003072,97501889330000003072
0x7be5841B9680fC0b42B008250Ef272EdDDFcD5Aa,80.611520870000001024,80611520870000001024
0x3cACC237d0086DD361e53A78aa32a093a4217238,466.753275459999997952,466753275459999997952
0x89f42c520914452f95CC0B8575F740071d6b46A2,99.827430110000001024,99827430110000001024
0x0b5f6cBba2235fb3537A7a1cad319d3A5cd8C316,92.101797090000001024,92101797090000001024
0xE47bCa5F5e8D0C99A1BB32A9F95607351BA5B9D0,354.163580369999996928,354163580369999996928
0x37e9E7b04c438f9E884F8da2657f29805d124c57,347.817479689999990784,347817479689999990784
0x1afA9d4B2Bc0FC6BcA8314F6FE3D8F8b9268Bfee,196.453084789999992832,196453084789999992832
0xD4B56B85301AB4C43930B1a76585308eEA508711,95.503876060000001024,95503876060000001024
